year,Name,Artists,Album_x,uris,acousticness,liveness,loudness,danceability,energy,speechiness,instrumentalness,tempo,valence,Path,Emotion
2020,expire,"Teddy Slugz,SXMPRA",Expire,4K5iJuMHMnohgHvZ2nGxPQ,0.0136,0.134,-6.171,0.634,0.875,0.29,0.00498,183.969,0.695,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Teddy Slugz, SXMPRA - Expire.mp3",Angry
2021,down bad,"Slyye,ISVVC",Down Bad,547KhAWiwo5rHZR5CbnTIm,0.0069,0.0933,-4.882,0.848,0.738,0.0527,1.56e-05,144.079,0.558,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Slyye, ISVVC - Down Bad.mp3",Angry
2021,most wanted,Tokyomane,Most Wanted,1AODdWGMjehbv817g2MNAI,1.57e-05,0.119,-4.504,0.667,0.901,0.0604,0.828,101.023,0.233,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Tokyomane - Most Wanted.mp3,Angry
2021,cowbang motherfucker,"BuntaSparks,MYTHOS",Cowbang Motherfucker,6DSRKNP3eUVpHQ5dKGr4B9,0.374,0.34,-5.99,0.678,0.966,0.0523,0.482,189.988,0.233,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\BuntaSparks, MYTHOS - Cowbang Motherfucker.mp3",Angry
2021,keep it real,Hies,KEEP IT REAL,0CsH5WNXuU9MOLrMoVZXp7,0.31,0.0942,-4.734,0.706,0.493,0.0559,0.819,120.251,0.632,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Hies - KEEP IT REAL.mp3,Angry
2021,disaster,Noah Poynter,DISASTER,4NZNYVEqb03CUQ3As00DNo,0.0426,0.0371,-4.277,0.758,0.884,0.169,0.888,140.03,0.199,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Noah Poynter - DISASTER.mp3,Angry
2021,disaster,KSLV Noh,Disaster,0PGAJ37n4O2AslZosr1YGx,0.0158,0.159,-6.043,0.824,0.613,0.094,0.348,117.051,0.511,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\KSLV Noh - Disaster.mp3,Angry
2021,reap what you sow,Hydra,Reap What You Sow,17agiw9makj09Y5aNnAZuz,0.0177,0.172,-5.354,0.851,0.826,0.25,0.0,155.015,0.858,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Hydra - Reap What You Sow.mp3,Angry
2016,cycle of death,Devilish Trio,Past Junts,1nO6Oi70Yii0kvD7kOGa8R,0.0887,0.134,-5.541,0.819,0.738,0.0846,0.00742,119.272,0.181,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Devilish Trio - Cycle of Death.mp3,Angry
2021,witches love demons,"Evilmane,SLVG",Witches Love Demons,3tvM13mYd9DQv6E3FMUGeO,0.143,0.136,-11.525,0.755,0.565,0.376,0.000881,139.969,0.375,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Evilmane, SLVG - Witches Love Demons.mp3",Angry
2020,chains,"E R R O R,ISVVC",CHAINS,79kvcjhte7EQ1VvwBk9ueR,0.00348,0.272,-7.43,0.726,0.676,0.25,0.371,113.956,0.528,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\E R R O R, ISVVC - CHAINS.mp3",Angry
2020,graveyard,"RIPVANN,Baker Ya Maker",GRAVEYARD,1uCGGLzlOE8MuBMXCip71Z,0.024,0.328,-7.523,0.649,0.687,0.179,0.00153,160.142,0.553,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\RIPVANN, Baker Ya Maker - GRAVEYARD.mp3",Angry
2022,feel the pain,"OG BURIALGROUND,Baker Ya Maker",Feel the Pain,6LK49PtCoI4zrY2TtEEjFq,4.71e-05,0.14,-4.316,0.433,0.886,0.1,0.0266,190.21,0.0875,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\OG BURIALGROUND, Baker Ya Maker - Feel the Pain.mp3",Angry
2022,faithless,"rivoices,Devilish Trio",faithless,64l2cZGSGHhLq5O0ZaipHo,0.0708,0.136,-2.159,0.587,0.921,0.0347,2.94e-06,141.967,0.214,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\rivoices, Devilish Trio - faithless.mp3",Angry
2023,no tomorrow,MC ORSEN,NO TOMORROW,2mmQNcopraSkOnmq41Qz7V,0.00596,0.658,-4.29,0.6,0.653,0.213,0.000591,120.187,0.322,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\MC ORSEN - NO TOMORROW.mp3,Angry
2023,land of fire - sped up,Kordhell,"Sped Up, Vol. 1",7unouXAYCU5cerMUa6TtAY,0.00463,0.112,-1.42,0.542,0.977,0.414,0.00623,178.395,0.273,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Kordhell - LAND OF FIRE - Sped Up.mp3,Angry
2023,tell you,"Affectwave,Devilish Trio",Tell You,1coXqZQUWGYcaMhRSPGZ5s,0.0375,0.272,-5.701,0.419,0.826,0.063,0.00197,145.083,0.202,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Affectwave, Devilish Trio - Tell You.mp3",Angry
2022,miss me?,"Kordhell,Scarlxrd",PSYCHX,2D0nHpEE4mKXpGw7SRGTPm,0.00313,0.437,-1.181,0.682,0.925,0.05,0.0119,124.076,0.506,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Kordhell, Scarlxrd - MISS ME.mp3",Angry
2022,failed dream,"NEAR DEATH,Baker Ya Maker",Failed Dream,5Xw9I6eZoOIOGg7xlLu70h,0.0238,0.177,-7.776,0.65,0.859,0.0338,0.752,126.025,0.286,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\NEAR DEATH, Baker Ya Maker - Failed Dream.mp3",Angry
2022,luck runs out (revenge of the slime),Baker Ya Maker,HELLOWEEN MONSTER MASH '93,4S0oq01Au4OkgLQQJgxI41,0.109,0.176,-9.866,0.794,0.717,0.0447,0.251,144.02,0.716,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Baker Ya Maker - Luck Runs Out (Revenge of The Slime).mp3,Angry
2021,acid dream,622WASAMISTAKE,ACID DREAM,07EXbHMeUHx1RmbwGT6paD,0.264,0.121,-8.988,0.787,0.738,0.147,0.8,127.961,0.118,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\622WASAMISTAKE - ACID DREAM.mp3,Angry
2022,warning,MC ORSEN,WARNING,5z7RJpEWyWIEUPEXzvM7PJ,0.0402,0.089,-5.559,0.818,0.786,0.0508,0.807,119.891,0.385,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\MC ORSEN - WARNING.mp3,Angry
2022,demons in my soul,"SCXR SOUL,Sx1nxwy",DEMONS IN MY SOUL,72iyEnh9p6PoyJoEnAJDjO,0.0249,0.297,-2.789,0.765,0.428,0.0492,0.92,100.006,0.422,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\SCXR SOUL, Sx1nxwy - DEMONS IN MY SOUL.mp3",Angry
2022,show me the will - slowed + reverb,Sx1nxwy,Show Me The Will (Slowed + Reverb),4BxoA3m7EZ4uLjxnXWQtsn,0.225,0.146,-4.557,0.696,0.487,0.0639,0.896,178.455,0.454,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Sx1nxwy - Show Me The Will - Slowed + Reverb.mp3,Angry
2022,devil eyes - slowed,ZODIVK,Devil Eyes (Slowed),4GuPfO7da11RgtWSpfuMM3,0.00239,0.265,-9.928,0.619,0.643,0.0887,0.85,143.381,0.114,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\ZODIVK - Devil Eyes - Slowed.mp3,Angry
2022,demons in my soul - sped up,"SCXR SOUL,Sx1nxwy",DEMONS IN MY SOUL (Sped Up),1tGg1ankZFTTorwbaM9Q08,0.0183,0.307,-7.315,0.769,0.392,0.0598,0.904,109.261,0.58,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\SCXR SOUL, Sx1nxwy - DEMONS IN MY SOUL - Sped Up.mp3",Angry
2022,h.u.n.t.e.r.,"LXNGVX,Sx1nxwy",H.U.N.T.E.R.,5lKEB6h5t8DTBYH6HhVDkr,0.0404,0.235,-3.781,0.864,0.734,0.139,0.0839,129.964,0.544,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\LXNGVX, Sx1nxwy - H.U.N.T.E.R..mp3",Angry
2021,knife in your neck,GREEN ORXNGE,ЗА ЭТОТ АЛЬБОМ Я ПОЛУЧИЛ ЗАРПЛАТУ ТВОЕЙ МАМАШИ,65t24kuBRILjNy0TmZVhaI,0.000259,0.107,-7.234,0.889,0.794,0.0888,0.819,120.015,0.203,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\GREEN ORXNGE - KNIFE IN YOUR NECK.mp3,Angry
2022,kill all,"ZODIVK,Kill Dyll",KILL ALL,7LsRygBuKonjbIuATZVEgf,0.0299,0.172,-3.757,0.655,0.827,0.043,0.000386,89.992,0.485,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\ZODIVK, Kill Dyll - KILL ALL.mp3",Angry
2022,enemy and revenge,Mista Playa,ENEMY AND REVENGE,2DF5HNnZTiNgY8JDOvJQ2S,3.86e-06,0.0819,-5.12,0.605,0.953,0.0486,0.909,125.001,0.217,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Mista Playa - ENEMY AND REVENGE.mp3,Angry
2022,devilshock,DIGITAL REY,DEVILSHOCK,5bS22nhZ3kk542sCgaKJxr,0.0123,0.238,-7.03,0.717,0.882,0.256,0.00642,119.969,0.548,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\DIGITAL REY - DEVILSHOCK.mp3,Angry
2021,burn in hell,"SHXDOWMXSSACRE,Hxllsvim",The Eclipse III,7jJ3EWr0umPsjC6CEupXRK,0.0583,0.119,-4.416,0.935,0.568,0.115,0.828,99.056,0.696,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\SHXDOWMXSSACRE, Hxllsvim - Burn In Hell.mp3",Angry
2022,destroy,Maskmane,Destroy,5EMInCZTrRQ2obeOlmpHtd,0.188,0.147,-2.08,0.664,0.715,0.486,0.494,128.927,0.586,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Maskmane - Destroy.mp3,Angry
2022,immortal,ARXMANE,IMMORTAL,2AkVsGpXJdFA8B9uAwrh0D,7e-05,0.395,-1.004,0.598,0.908,0.0447,5.89e-06,125.048,0.323,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\PlayaPhonk - IMMORTAL.mp3,Angry
2022,immortal,ARXMANE,IMMORTAL,2AkVsGpXJdFA8B9uAwrh0D,7e-05,0.395,-1.004,0.598,0.908,0.0447,5.89e-06,125.048,0.323,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\ARXMANE - IMMORTAL.mp3,Angry
2022,immortal,PlayaPhonk,IMMORTAL,2z1uMIXfOLRv8IVYJxBwzf,0.73,0.233,-4.135,0.768,0.962,0.0609,0.889,170.046,0.765,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\PlayaPhonk - IMMORTAL.mp3,Angry
2022,immortal,PlayaPhonk,IMMORTAL,2z1uMIXfOLRv8IVYJxBwzf,0.73,0.233,-4.135,0.768,0.962,0.0609,0.889,170.046,0.765,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\ARXMANE - IMMORTAL.mp3,Angry
2021,cursed midnight - radio edit,GLWKMOD,Cursed Midnight (Radio Edit),0narfFv6R0EDNbwZecDtEQ,0.157,0.0991,-8.481,0.798,0.656,0.18,0.869,174.022,0.462,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\GLWKMOD - Cursed Midnight - Radio Edit.mp3,Angry
2022,grave,Pluxry SkUrt,Grave,5szOX7spIbNY7qrILK7Rau,0.00251,0.151,-6.836,0.918,0.393,0.102,0.966,110.003,0.659,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Pluxry SkUrt - Grave.mp3,Angry
2021,$weet rage,OFFL1NX,$weet Rage,3ejiF9iAyyNoVYueFzlWsk,0.00241,0.512,-10.727,0.703,0.606,0.0602,0.894,120.042,0.28,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\OFFL1NX - $weet Rage.mp3,Angry
2021,kill em' all,STXRZ,BORN TO PHONK,6lG2SE7nKh3WKtXHxatL9v,0.324,0.149,-8.545,0.802,0.812,0.0561,0.855,113.344,0.777,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\STXRZ - KILL EM_ ALL.mp3,Angry
2022,haters,ZODIVK,Haters,7F1GggThmfuWXpHTJEPArG,5.53e-05,0.114,-6.588,0.727,0.741,0.0571,0.845,119.993,0.2,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\ZODIVK - Haters.mp3,Angry
2022,motion,VOLT VISION,Motion,48xqhpxi0Dem1wmOetKFGH,6.89e-05,0.121,-5.572,0.609,0.91,0.0321,0.931,122.045,0.352,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\VOLT VISION - Motion.mp3,Angry
2022,midnight speed limit,SXULCVTCHER,MIDNIGHT SPEED LIMIT,7njRlGndom2zCRjVHfO53S,0.0308,0.111,-2.976,0.764,0.53,0.154,0.0,120.016,0.301,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\SXULCVTCHER - MIDNIGHT SPEED LIMIT.mp3,Angry
2022,hide n seek,FindMyName,Hide N Seek,5Ohu6Vnu0efFmI52Ti1dYb,0.0647,0.531,-6.784,0.792,0.814,0.0932,0.863,109.991,0.494,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\FindMyName - Hide N Seek.mp3,Angry
2022,god's revenge,Feerix,God's Revenge,7x3SAQDjvfr7is2O4xZZ4u,0.000661,0.409,-1.477,0.725,0.955,0.167,0.0366,128.024,0.445,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Feerix - God_s Revenge.mp3,Angry
2020,warriors,"League of Legends,2WEI,Edda Hayes",Warriors,3f4fc8c8unrQeKecmUPEDR,0.1,0.105,-10.145,0.14,0.478,0.0484,0.000112,185.121,0.0412,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\League of Legends, 2WEI, Edda Hayes - Warriors.mp3",Angry
2022,dark lady,KUTE,DARK LADY,15kFp3rOPgHSogMHLon1bC,0.00173,0.101,-2.704,0.613,0.975,0.0871,0.0294,124.071,0.424,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\KUTE - DARK LADY.mp3,Angry
2022,land of fire,Kordhell,LAND OF FIRE,4aYamw19Hloc6hQlJwWM1y,0.00545,0.111,-2.524,0.686,0.952,0.0529,0.00713,149.968,0.269,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Kordhell - LAND OF FIRE.mp3,Angry
2022,dead on arrival,"KUTE,Kordhell",Dead on Arrival,2wYJ7AszuzxSdb0yOjirKQ,0.00531,0.11,-4.249,0.708,0.899,0.181,0.246,99.934,0.412,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\KUTE, Kordhell - Dead on Arrival.mp3",Angry
2021,fate is against me,Kordhell,Beat Tape 2,51MbuuvgBaH7GPPUU0i9bX,0.268,0.107,-3.207,0.8,0.973,0.457,0.00956,124.922,0.265,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Kordhell - Fate is Against Me.mp3,Angry
2021,destruction,"MC ORSEN,deadsouls",DESTRUCTION,6HHeDaw7X8UI6Ci17mPZ20,0.000316,0.122,-3.995,0.762,0.929,0.0468,0.615,125.002,0.354,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\MC ORSEN, deadsouls - DESTRUCTION.mp3",Angry
2022,pure monstrosity,PlayaPhonk,PURE MONSTROSITY,5P9317yVhHAtnriqWrcZtJ,0.0245,0.263,-6.874,0.605,0.682,0.108,0.857,124.941,0.326,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\PlayaPhonk - PURE MONSTROSITY.mp3,Angry
2021,skrew,IGARASHI KANTA,Skrew,2WU3lrHwEj2QXX8as2eppK,0.0116,0.321,-4.346,0.802,0.814,0.0436,0.787,116.954,0.652,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\IGARASHI KANTA - Skrew.mp3,Angry
2021,haunted house,Kaito Shoma,Haunted House,1F03pXMv3mBnrYukQKHcoI,0.0111,0.762,-2.46,0.791,0.961,0.0633,0.086,124.991,0.215,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Kaito Shoma - Haunted House.mp3,Angry
2020,game over,PlayaPhonk,GAME OVER,1bTmG9Oir37ggslW0sl4c6,0.716,0.111,-9.049,0.852,0.665,0.0303,0.95,110.003,0.246,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\PlayaPhonk - GAME OVER.mp3,Angry
2021,back stabbin,IGARASHI KANTA,Back Stabbin,1AmeFaXluhxojs01y5ZL81,0.0568,0.0862,-10.974,0.806,0.384,0.0562,0.922,124.98,0.471,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\IGARASHI KANTA - Back Stabbin.mp3,Angry
2021,do or die,Dxrk ダーク,DO OR DIE,02SKrZwDBb7qugvNZF5Xzr,0.152,0.0952,-9.327,0.768,0.672,0.0809,0.838,150.143,0.337,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Dxrk ダーク - DO OR DIE.mp3,Angry
2022,wtf?!,"Sadfriendd,Kordhell",wtf?!,5rmX6fUcxsXNcZUyNuwmGo,0.153,0.0591,-1.922,0.81,0.99,0.116,2.44e-05,105.025,0.347,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Sadfriendd, Kordhell - wtf!.mp3",Angry
2022,devil eyes - sped up,ZODIVK,Devil Eyes (Sped Up),7reyQrr5yrv9CbHeJaRSUy,0.000574,0.132,-7.33,0.745,0.834,0.104,0.865,121.789,0.585,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\ZODIVK - Devil Eyes - Sped Up.mp3,Angry
2023,back from the dead,SCXR SOUL,BACK FROM THE DEAD,4GRaoAK3XPCU90p2sgyYUL,0.0189,0.123,-5.831,0.789,0.451,0.0952,0.947,119.985,0.528,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\SCXR SOUL - BACK FROM THE DEAD.mp3,Angry
2021,me against the world,SHPACKYOU$,Vinyl 2,5RFwUQHyRtew4CaDDF83Gl,0.298,0.122,-5.189,0.637,0.769,0.058,0.61,130.057,0.301,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\SHPACKYOU$ - Me Against the World.mp3,Angry
2022,cursed midnight 3 (cokeyz remix),"GLWKMOD,Cokeyz",Cursed Midnight 3 (Cokeyz Remix),57tTDOHs4Nk73CDrFD46ds,0.279,0.107,-5.728,0.7,0.548,0.319,0.889,172.961,0.252,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\GLWKMOD - Cursed Midnight 3 (Cokeyz Remix).mp3,Angry
2022,grave - sped up,Pluxry SkUrt,Grave (Sped Up),5sKYFr7NVaBN1xkyvEGhtg,0.0195,0.472,-7.164,0.751,0.627,0.294,0.909,150.069,0.963,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Pluxry SkUrt - Grave - Sped Up.mp3,Angry
2021,in a hood near you,IGARASHI KANTA,In a Hood Near You,4LEdlrheOw2AF5nMU9MYoL,0.00119,0.119,-3.871,0.656,0.842,0.0358,0.515,100.006,0.706,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\IGARASHI KANTA - In a Hood Near You.mp3,Angry
2021,devil night,Tokyomane,Devil Night,2IA1KmBzYcM0GHN8oqaSW5,0.000528,0.197,-4.94,0.692,0.896,0.0404,0.898,123.998,0.314,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Tokyomane - Devil Night.mp3,Angry
2020,insecurities,Jan Metternich,Insecurities,512OLJZhzWfY1q5YBilERp,0.313,0.124,-17.249,0.587,0.421,0.0409,0.143,155.02,0.418,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Jan Metternich - Insecurities.mp3,Angry
2021,move,"Gabri V,Alex Row",Move,6mJVi4jHjVJ3mJeFak6FsE,0.0306,0.448,-17.226,0.364,0.68,0.2,4.96e-05,110.189,0.448,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Gabri V, Alex Row - Move.mp3",Angry
2021,gasoline (feat. taylor swift),"HAIM,Taylor Swift",Women In Music Pt III (Expanded Edition),2bzUVEvpZ7At5cYz1kOLI9,0.0846,0.12,-4.257,0.658,0.717,0.0633,0.0022,133.074,0.595,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\HAIM - Gasoline (feat. Taylor Swift).mp3,Angry
2021,solar power,Lorde,Solar Power,7s2kWabRM60W9I61HpKg8C,0.237,0.31,-8.565,0.73,0.483,0.0879,7.99e-05,87.996,0.883,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Lorde - Solar Power.mp3,Angry
2019,so hot you're hurting my feelings,Caroline Polachek,Pang,5B6Kjha6RRIMWGN7zGsAaT,0.0787,0.121,-4.971,0.795,0.576,0.0289,1.01e-05,111.975,0.847,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Caroline Polachek - So Hot You_re Hurting My Feelings.mp3,Angry
2020,something has to change,The Japanese House,Chewing Cotton Wool,2KWI43agrQEFVLM3soOmKW,0.216,0.117,-8.863,0.702,0.565,0.0328,4.8e-06,125.02,0.354,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\The Japanese House - Something Has to Change.mp3,Angry
2022,overkill,Holly Humberstone,Can You Afford To Lose Me?,1eTD6LXZ233IaiyI5fvtJa,0.142,0.245,-6.483,0.7,0.517,0.0371,9.34e-05,106.979,0.553,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Holly Humberstone - Overkill.mp3,Angry
2020,"1,000,000 x better","Griff,HONNE","1,000,000 X Better",1wYHNvK8jXzA4TASd5bTMU,0.629,0.0622,-7.871,0.746,0.775,0.122,0.000548,120.009,0.594,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Griff, HONNE - 1,000,000 X Better.mp3",Angry
2021,come with me,"Surfaces,salem ilese",Pacifico,16frIpnyUb9poRwQxQTmaC,0.16,0.114,-6.569,0.876,0.565,0.0333,0.0284,111.936,0.931,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Surfaces, salem ilese - Come With Me.mp3",Angry
2021,come with me,"Surfaces,salem ilese",Pacifico,16frIpnyUb9poRwQxQTmaC,0.16,0.114,-6.569,0.876,0.565,0.0333,0.0284,111.936,0.931,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\CalmSongs\Surfaces, salem ilese - Come With Me.mp3",Calm
2021,keraunos killer,4WHEEL,Keraunos Killer,5Ae9EYHXQ8xcfZ7UixbCMY,0.177,0.303,-5.55,0.671,0.891,0.0362,0.914,90.002,0.878,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\4WHEEL - Keraunos Killer.mp3,Angry
2022,why not - slowed + reverb,Ghostface Playa,Why Not (Slowed + Reverb),1kabM3AS9CIpiPahYfiBc8,0.00649,0.382,-2.399,0.745,0.929,0.0304,0.883,98.477,0.716,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Ghostface Playa - Why Not - Slowed + Reverb.mp3,Angry
2022,avoid me - slowed + reverb,KUTE,AVOID ME (Slowed + Reverb),6D5ahExQvVjiA2PnNtcPCb,0.00288,0.885,-2.646,0.6,0.948,0.0881,0.808,94.55,0.759,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\KUTE - AVOID ME - Slowed + Reverb.mp3,Angry
2022,prince of darkness - slowed + reverb,"SHADXWBXRN,ARCHEZ,KXNVRA",PRINCE OF DARKNESS (Slowed + Reverb),5aNrrMgzrA7CCuGQJC3iVu,0.198,0.228,-5.289,0.738,0.943,0.0342,0.935,108.889,0.229,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\SHADXWBXRN, ARCHEZ, KXNVRA - PRINCE OF DARKNESS - Slowed + Reverb.mp3",Angry
2021,breakdown,"MC ORSEN,Apoc Krysis,KXNVRA",BREAKDOWN,5kls2kQ8YOqtiqOK9QqAns,0.0104,0.308,-2.092,0.678,0.929,0.0837,2.84e-05,169.996,0.592,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\MC ORSEN, Apoc Krysis, KXNVRA - BREAKDOWN.mp3",Angry
2021,breakdown,"Xaia,Rain Man,Oly",Breakdown,6XIcSLQzKuO2PV5CxV2QaR,0.0797,0.19,-5.524,0.28,0.712,0.0505,0.0,139.509,0.208,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Xaia, Rain Man, Oly - Breakdown.mp3",Angry
2020,breakdown,"MC ORSEN,Apoc Krysis,KXNVRA",BREAKDOWN,5kls2kQ8YOqtiqOK9QqAns,0.0104,0.308,-2.092,0.678,0.929,0.0837,2.84e-05,169.996,0.592,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\MC ORSEN, Apoc Krysis, KXNVRA - BREAKDOWN.mp3",Angry
2020,breakdown,"Xaia,Rain Man,Oly",Breakdown,6XIcSLQzKuO2PV5CxV2QaR,0.0797,0.19,-5.524,0.28,0.712,0.0505,0.0,139.509,0.208,"\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Xaia, Rain Man, Oly - Breakdown.mp3",Angry
2021,death bound,Kordhell,Phonkageddon,7C1UeCvuHHhNomalplHgRD,0.00178,0.344,0.852,0.742,0.991,0.119,0.0886,99.989,0.532,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Kordhell - Death Bound.mp3,Angry
2021,tokyo revengers,MUPP,Tokyo Revengers,1XmwUvnl7FSGALhWRqtJfW,0.742,0.12,-6.42,0.785,0.797,0.0429,0.37,110.994,0.555,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\MUPP - Tokyo Revengers.mp3,Angry
2021,dead,Dxrk ダーク,DEAD,3dGllqDts4DeytZEmAEQ8w,0.0862,0.189,-6.34,0.76,0.866,0.0458,0.653,145.004,0.832,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Dxrk ダーク - DEAD.mp3,Angry
2022,avoid me 2 - sped up,KUTE,AVOID ME 2 (Sped Up),1OMvtjYhjtItuTzrp7NV99,0.0667,0.214,-1.225,0.624,0.792,0.185,0.336,133.897,0.569,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\KUTE - AVOID ME 2 - Sped Up.mp3,Angry
2021,rainstorm,Dxrk ダーク,RAINSTORM,7EMIArigUvRFzwzAOOd8W3,0.0782,0.134,-6.974,0.857,0.592,0.0647,0.0959,134.023,0.278,\Users\nitin\Desktop\capstone\front_end_code\oldSongs\AngrySongs\Dxrk ダーク - RAINSTORM.mp3,Angry
